ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Delivery_Distance,Delivery_Speed,Delivery_Distance_km
0xa47c,MUMRES19DEL01,33,3.8,19.131141,72.813074,19.241141,72.923074,23:45,0,2,1,0,4,1.0,1,1,36.0,0.15556349186103965,Normal,16.824331819052116
0xa163,MUMRES15DEL01,26,4.4,19.176269,72.836721,19.216269,72.876721,14:40,4,0,0,0,3,1.0,1,1,40.0,0.05656854249492762,Normal,6.117761953594232
0x4a57,CHENRES17DEL03,33,4.9,13.045479,80.23311,13.075479,80.26311,18:45,3,3,1,3,4,1.0,1,1,29.0,0.0424264068711932,Normal,4.656983638230307
0x2315,BANGRES07DEL03,0,4.630110732538331,12.978453,77.643685,13.068453,77.733685,18:35,7,5,3,2,3,2.0,1,1,32.0,0.12727922061357083,Normal,13.971968544834215
0x17c0,MYSRES13DEL02,28,4.5,12.310972,76.659264,12.440972,76.789264,18:25,2,3,2,0,3,1.0,1,3,18.0,0.18384776310850975,Fast,20.206808074128567
0x5b72,INDORES03DEL01,21,4.5,22.751857,75.866699,22.791857,75.906699,12:45,4,0,0,3,3,2.0,2,1,52.0,0.05656854249492762,Slow,6.049956259946466
0xc1b4,KOCRES12DEL03,30,4.7,9.988483,76.295211,10.048483,76.355211,17:45,1,3,2,2,3,0.0,1,1,18.0,0.0848528137423864,Fast,9.363543018983561
0x9450,PUNERES14DEL03,38,4.6,18.516216,73.842527,18.576216,73.902527,23:60,3,2,1,3,3,0.0,1,1,20.0,0.0848528137423864,Fast,9.193469879776632
0x7fc4,INDORES05DEL02,25,4.6,22.727021,75.884167,22.747021,75.904167,12:05,1,0,2,2,4,1.0,1,1,20.0,0.028284271247458786,Fast,3.025332706173566
0x5d13,VADRES19DEL01,29,4.7,22.311844,73.165081,22.381844,73.235081,20:40,3,1,1,3,3,0.0,1,1,22.0,0.09899494936611203,Normal,10.602450942886513
0x69d7,INDORES16DEL02,22,4.6,22.744648,75.894377,22.874648,76.024377,21:45,6,1,1,1,4,0.0,1,1,27.0,0.18384776310849843,Normal,19.659851482292062
0xd2bf,AGRRES17DEL01,36,4.8,27.157772,78.04725,27.167772,78.05725,8:25,2,2,2,2,4,0.0,1,1,24.0,0.014142135623723113,Normal,1.488347124650747
0xa2c1,INDORES12DEL03,33,5.0,22.74806,75.8934,22.77806,75.9234,19:05,2,3,0,0,3,1.0,1,1,34.0,0.04242640687119446,Normal,4.537601588065108
0x8c69,PUNERES07DEL03,35,4.7,18.546947,73.900626,18.576947,73.930626,21:05,6,1,0,3,3,0.0,1,1,41.0,0.04242640687119446,Slow,4.596534542243907
0x54d6,JAPRES010DEL01,35,4.0,26.921411,75.793604,26.961411,75.833604,12:50,0,0,1,1,3,1.0,1,1,37.0,0.05656854249491757,Normal,5.958586130823786
0x506e,BANGRES04DEL01,24,4.6,12.98041,77.640489,13.09041,77.750489,20:25,4,1,1,2,3,1.0,1,1,23.0,0.1555634918610409,Normal,17.07644834661623
0x482b,JAPRES06DEL01,31,4.5,26.911927,75.797282,26.921927,75.807282,9:50,0,2,0,0,3,0.0,1,3,23.0,0.014142135623735673,Normal,1.489789766813
0xbda,MUMRES18DEL01,0,4.630110732538331,19.1093,72.825451,19.1493,72.865451,13:55,4,0,1,1,3,0.0,1,1,14.0,0.05656854249491757,Fast,6.118933768642428
0xca59,KOCRES15DEL02,24,4.9,10.027364,76.308258,10.157364,76.438258,20:60,4,1,2,3,4,1.0,1,3,22.0,0.1838477631085085,Normal,20.285391243059973
0xcd77,LUDHRES06DEL02,32,4.9,30.895204,75.822103,31.025204,75.952103,19:25,1,1,0,1,3,1.0,1,1,42.0,0.18384776310849843,Slow,19.042397449611613
0xcfe,HYDRES02DEL02,0,4.630110732538331,17.41233,78.449654,17.46233,78.499654,23:55,0,2,2,3,4,1.0,1,4,14.0,0.0707106781186633,Fast,7.684129284114672
0x9187,CHENRES05DEL01,38,3.6,13.058616,80.264151,13.128616,80.334151,23:10,0,2,1,0,4,0.0,1,1,37.0,0.09899494936612083,Normal,10.865584127340643
0x2960,MUMRES16DEL03,0,4.630110732538331,19.120083,72.907385,19.210083,72.997385,18:30,3,3,1,1,4,1.0,1,1,34.0,0.12727922061357083,Normal,13.766192440641818
0x2088,VADRES19DEL02,33,4.3,22.311844,73.165081,22.331844,73.185081,8:30,6,2,0,0,3,0.0,1,1,27.0,0.028284271247458786,Normal,3.0295222215900934
0x1334,BANGRES16DEL01,26,4.7,13.029198,77.570997,13.069198,77.610997,14:10,2,0,2,2,2,1.0,1,1,28.0,0.05656854249491883,Normal,6.209449516823057
0xb4e3,PUNERES010DEL02,24,4.7,18.539299,73.897902,18.619299,73.977902,23:20,2,2,2,2,3,0.0,1,3,16.0,0.1131370849898477,Fast,12.256834609677016
0x215a,PUNERES11DEL01,27,4.9,18.533811,73.899315,18.603811,73.969315,21:40,4,1,0,3,3,1.0,1,1,24.0,0.09899494936611203,Normal,10.72504264384306
0x9ed9,MYSRES18DEL03,33,4.6,12.337928,76.617889,12.427928,76.707889,23:10,4,2,1,0,4,0.0,1,3,23.0,0.12727922061357083,Normal,13.989147573068443
0xbe14,COIMBRES12DEL03,25,4.6,11.000762,76.981876,11.030762,77.011876,19:05,3,3,1,0,4,1.0,1,1,25.0,0.0424264068711932,Normal,4.674341511234465
0xe92,JAPRES02DEL03,34,4.6,26.914142,75.805704,27.054142,75.945704,21:05,4,1,2,2,4,1.0,1,1,30.0,0.1979898987322341,Normal,20.85154468962371
0xd065,DEHRES13DEL02,27,4.1,30.366322,78.070453,30.496322,78.200453,20:60,1,1,2,1,4,0.0,1,3,40.0,0.18384776310849843,Normal,19.08680741329132
0x1220,MYSRES01DEL01,37,4.9,12.311072,76.654878,12.321072,76.664878,8:50,3,2,2,1,4,1.0,1,3,24.0,0.014142135623734417,Normal,1.5545437335214782
0x28aa,RANCHIRES02DEL03,31,4.9,0.0,0.0,0.06,0.06,20:30,3,1,1,1,3,1.0,1,1,29.0,0.08485281374238571,Normal,9.435201537430713
0xe019,KOCRES03DEL02,27,4.5,10.020683,76.310631,10.100683,76.390631,18:45,6,3,2,3,2,1.0,1,1,25.0,0.11313708498984645,Normal,12.483922393843775
0x6eb1,VADRES13DEL02,32,4.9,22.310237,73.158921,22.360237,73.208921,22:25,6,2,2,3,4,1.0,1,3,20.0,0.07071067811865325,Fast,7.573470125639189
0x5e9b,MYSRES01DEL01,39,3.8,12.311072,76.654878,12.381072,76.724878,20:25,6,1,1,3,3,2.0,1,1,44.0,0.09899494936612209,Slow,10.881197531246407
0x349d,INDORES05DEL02,23,4.9,22.727021,75.884167,22.857021,76.014167,17:50,4,3,0,0,3,1.0,1,1,24.0,0.18384776310849843,Normal,19.661019603214875
0x53a4,JAPRES08DEL03,31,4.7,26.910262,75.783013,26.940262,75.813013,18:55,0,3,2,1,4,1.0,1,1,16.0,0.04242640687119446,Fast,4.469223038792308
0x335a,SURRES12DEL01,27,4.4,21.183434,72.814492,21.253434,72.884492,20:40,0,1,1,1,3,2.0,1,1,42.0,0.09899494936611203,Slow,10.641157729337541
0x92ce,INDORES02DEL03,27,4.8,22.651847,75.881991,22.681847,75.911991,20:30,2,1,1,2,3,0.0,1,3,18.0,0.04242640687119446,Fast,4.539068203248639
0x3626,COIMBRES16DEL03,39,4.8,11.010375,76.95295,11.100375,77.04295,19:60,4,1,2,0,4,1.0,1,1,25.0,0.12727922061358088,Normal,14.022096082518878
0x9843,COIMBRES07DEL03,39,4.9,10.96185,76.971082,11.05185,77.061082,18:60,4,3,1,3,4,0.0,1,1,19.0,0.12727922061358088,Fast,14.023232083084483
0x7f00,MYSRES01DEL03,38,4.7,12.311072,76.654878,12.371072,76.714878,22:45,4,2,2,0,2,0.0,1,1,11.0,0.08485281374238766,Fast,9.326827803405624
0x24a0,CHENRES18DEL01,26,4.7,12.981615,80.231598,12.991615,80.241598,9:60,3,2,1,1,4,0.0,1,1,15.0,0.014142135623724367,Fast,1.55255331684981
0xbf2e,DEHRES03DEL03,0,4.630110732538331,30.335259,78.053162,30.425259,78.143162,18:55,4,3,2,2,2,1.0,1,3,18.0,0.12727922061358088,Fast,13.21689320542806
0xbd95,CHENRES09DEL02,32,3.7,13.044694,80.26147,13.124694,80.34147,20:15,2,1,2,2,4,1.0,1,1,35.0,0.11313708498984645,Normal,12.418029175076608
0xab88,VADRES11DEL02,27,4.2,22.308096,73.167753,22.438096,73.297753,19:40,6,1,0,1,3,1.0,1,1,34.0,0.18384776310850096,Normal,19.688553005364493
0xb4af,SURRES05DEL03,35,4.5,21.175104,72.804342,21.235104,72.864342,18:60,2,3,0,1,3,0.0,1,1,26.0,0.08485281374237635,Normal,9.121375406203297
0x7a4e,MUMRES08DEL01,34,4.7,19.065838,72.832658,19.135838,72.902658,21:40,6,1,0,0,3,2.0,1,1,37.0,0.09899494936612209,Normal,10.709003371535417
0x5599,JAPRES09DEL02,31,4.2,26.911378,75.789034,26.931378,75.809034,9:05,3,2,0,0,3,0.0,1,1,33.0,0.028284271247458786,Normal,2.979527470384624
0xde32,AURGRES16DEL01,35,4.7,0.0,0.0,0.04,0.04,13:25,0,0,0,0,3,1.0,1,1,33.0,0.0565685424949238,Normal,6.290134677634678
0x4804,JAPRES09DEL02,28,5.0,26.911378,75.789034,26.931378,75.809034,12:10,3,0,2,1,3,0.0,1,1,21.0,0.028284271247458786,Normal,2.979527470384624
0x6daa,RANCHIRES12DEL02,20,4.8,0.0,0.0,0.08,0.08,22:25,3,2,2,0,4,1.0,1,1,18.0,0.1131370849898476,Fast,12.58026782240096
0x8d31,SURRES09DEL01,35,4.6,21.175975,72.795503,21.285975,72.905503,21:25,1,1,0,3,3,1.0,1,1,45.0,0.15556349186103965,Slow,16.72115728076054
0xad7f,MYSRES010DEL03,20,4.6,12.321214,76.621094,12.411214,76.711094,18:20,4,3,1,1,3,1.0,1,3,18.0,0.12727922061358088,Fast,13.989584724635527
0xa83f,MUMRES010DEL02,22,4.7,19.003517,72.82765,19.083517,72.90765,18:05,2,3,2,1,2,1.0,1,1,21.0,0.1131370849898477,Normal,12.24085827411391
0x9e57,BANGRES17DEL02,22,4.6,12.972532,77.608179,13.052532,77.688179,21:60,6,1,1,0,4,1.0,1,3,16.0,0.11313708498984645,Fast,12.419794286435744
0x5405,MUMRES15DEL01,30,5.0,19.176269,72.836721,19.216269,72.876721,14:25,0,0,0,0,3,1.0,1,1,27.0,0.05656854249492762,Normal,6.117761953594232
0x5779,BANGRES17DEL01,21,4.7,12.972532,77.608179,13.082532,77.718179,19:05,6,3,2,1,2,1.0,1,3,19.0,0.1555634918610409,Fast,17.076712975302453
0x3425,VADRES15DEL02,23,4.9,0.0,0.0,0.13,0.13,22:25,1,2,2,2,4,1.0,1,1,23.0,0.18384776310850237,Normal,20.44292976252901
0x62ce,CHENRES13DEL02,21,4.1,13.027018,80.254791,13.107018,80.334791,20:60,6,1,0,3,3,1.0,1,3,33.0,0.11313708498984645,Normal,12.418462399627495
0xd170,KOLRES15DEL03,27,4.8,22.552672,88.352885,22.582672,88.382885,17:55,3,3,1,3,4,1.0,1,4,22.0,0.042426406871191945,Normal,4.5405743887312955
0x761f,CHENRES03DEL01,29,2.5,13.091809,80.219104,13.201809,80.329104,22:55,4,2,1,3,3,2.0,1,1,35.0,0.1555634918610409,Normal,17.07269000033606
0x3b60,INDORES13DEL01,35,4.2,22.745049,75.892471,22.855049,76.002471,17:30,3,3,2,2,4,1.0,1,1,35.0,0.15556349186103965,Normal,16.63579806090435
0x30a1,HYDRES20DEL03,22,4.9,17.483216,78.552111,17.573216,78.642111,20:40,3,1,2,0,4,0.0,1,1,16.0,0.12727922061358088,Fast,13.828140500409722
0x2b88,BANGRES04DEL01,29,4.7,12.98041,77.640489,13.09041,77.750489,20:45,3,1,0,3,3,1.0,1,3,26.0,0.1555634918610409,Normal,17.07644834661623
0x29e5,INDORES03DEL01,21,4.9,22.751857,75.866699,22.761857,75.876699,8:55,2,2,1,0,4,1.0,1,1,19.0,0.014142135623733162,Fast,1.5125654463644045
0xc57f,GOARES09DEL02,39,4.9,15.303897,73.914336,15.353897,73.964336,23:35,6,2,2,3,4,0.0,1,3,24.0,0.07071067811865325,Normal,7.724074530277346
0x8ceb,PUNERES04DEL01,25,4.6,18.51421,73.838429,18.55421,73.878429,12:60,1,0,2,2,4,1.0,1,3,23.0,0.056568542494920084,Normal,6.12918392293498
0xa235,SURRES010DEL03,22,4.6,21.17106,72.789292,21.26106,72.879292,23:35,4,2,0,2,3,1.0,1,3,28.0,0.12727922061358088,Normal,13.681590426854767
0x7b1d,JAPRES08DEL02,30,4.9,26.910262,75.783013,26.930262,75.803013,10:60,1,2,1,2,4,1.0,1,3,15.0,0.028284271247468833,Fast,2.9795405223586338
0x7f5c,MUMRES02DEL01,28,4.8,19.221315,72.862381,19.331315,72.972381,23:55,0,2,2,1,4,1.0,1,1,28.0,0.15556349186103965,Normal,16.81997876421149
0x43e3,INDORES16DEL02,39,4.4,22.744648,75.894377,22.824648,75.974377,17:60,1,3,1,3,3,1.0,1,1,41.0,0.11313708498984519,Slow,12.099390766641623
0x20d6,COIMBRES07DEL01,21,4.3,10.96185,76.971082,11.07185,77.081082,21:25,1,1,2,0,2,1.0,1,1,32.0,0.15556349186103965,Normal,17.13921974225849
0xc59a,LUDHRES12DEL03,26,4.6,30.893244,75.821817,30.983244,75.911817,17:45,4,3,0,2,3,1.0,1,1,29.0,0.12727922061358088,Normal,13.184483852766967
0x1ae3,VADRES13DEL02,25,4.8,22.310237,73.158921,22.440237,73.288921,19:40,4,1,1,3,3,0.0,1,3,11.0,0.18384776310849843,Fast,19.68841340777118
0xc686,KOLRES12DEL02,31,4.5,22.551084,88.354127,22.571084,88.374127,9:35,1,2,1,0,4,0.0,1,1,16.0,0.028284271247458786,Fast,3.02711617518989
0x116a,JAPRES13DEL02,0,4.630110732538331,26.846156,75.8023,26.976156,75.9323,23:50,6,2,1,2,4,1.0,1,1,25.0,0.18384776310849843,Normal,19.367701972031078
0x71a1,BANGRES18DEL01,22,4.6,12.913041,77.683237,12.953041,77.723237,13:15,0,0,0,0,3,1.0,1,3,24.0,0.05656854249491883,Normal,6.21086415606354
0xa0a1,MYSRES04DEL02,33,4.1,12.3085,76.665808,12.3285,76.685808,9:30,6,2,0,2,3,1.0,1,1,34.0,0.028284271247458786,Normal,3.109073410946993
0x8d85,RANCHIRES16DEL02,38,4.6,23.371292,85.327872,23.501292,85.457872,17:35,2,3,1,3,4,0.0,1,3,22.0,0.18384776310849843,Normal,19.617824561450774
0x4d1d,BANGRES16DEL02,29,4.8,13.029198,77.570997,13.109198,77.650997,19:35,3,1,2,2,4,0.0,1,3,27.0,0.11313708498984645,Normal,12.418408999826822
0x519b,MUMRES06DEL01,24,4.6,19.055831,72.833984,19.095831,72.873984,14:40,4,0,1,1,3,1.0,1,1,13.0,0.05656854249491757,Fast,6.1198667120156145
0x1308,HYDRES12DEL02,27,4.9,17.429585,78.392621,17.479585,78.442621,24:10,0,2,2,0,4,1.0,1,1,19.0,0.07071067811865325,Fast,7.683782781592617
0xe147,LUDHRES13DEL01,39,4.7,30.893234,75.82172,30.933234,75.86172,15:20,4,3,2,0,4,1.0,1,1,21.0,0.05656854249492762,Normal,5.8604207331306855
0x67f4,HYDRES06DEL01,33,4.6,17.455894,78.375467,17.465894,78.385467,9:35,1,2,2,3,2,1.0,1,3,18.0,0.014142135623733162,Fast,1.5367312329664098
0x76fc,CHENRES17DEL01,20,4.6,13.045479,80.23311,13.155479,80.34311,22:60,2,2,2,1,4,1.0,1,1,12.0,0.15556349186103965,Fast,17.074256778794595
0xb473,COIMBRES02DEL03,28,4.4,11.022477,76.995667,11.112477,77.085667,17:25,3,3,0,1,3,1.0,1,1,39.0,0.12727922061358088,Normal,14.021812013196106
0x68eb,RANCHIRES17DEL01,35,4.7,23.374878,85.335739,23.484878,85.445739,23:30,0,2,2,1,2,1.0,1,1,27.0,0.15556349186103965,Normal,16.600066636057477
0xde2b,KOLRES08DEL02,20,4.5,22.53796,88.349843,22.55796,88.369843,8:35,3,2,1,3,3,0.0,1,1,14.0,0.028284271247458786,Fast,3.0272487359269546
0x5a1f,SURRES05DEL01,28,4.6,21.175104,72.804342,21.185104,72.814342,8:30,3,2,2,3,4,0.0,1,1,16.0,0.014142135623723113,Fast,1.5203488928264928
0xfa8,MUMRES20DEL03,37,4.0,19.103249,72.846749,19.163249,72.906749,23:30,3,2,0,2,3,1.0,1,1,25.0,0.0848528137423864,Normal,9.178296996538572
0x6712,CHENRES02DEL01,33,4.8,13.086438,80.220672,13.156439,80.290672,24:10,2,2,0,2,3,1.0,1,1,24.0,0.09899565647542936,Normal,10.865065738215941
0xad55,JAPRES17DEL02,20,4.9,26.892312,75.806896,27.022313,75.936896,23:35,2,2,1,0,3,0.0,1,1,11.0,0.1838484702166502,Fast,19.36427479298585
0xbbac,MYSRES17DEL02,20,4.8,12.326356,76.619103,12.376356,76.669103,18:35,6,3,2,2,4,1.0,1,1,26.0,0.07071067811866204,Normal,7.772207463584183
0xd1bd,KOCRES010DEL02,27,4.4,10.035573,76.336958,10.165573,76.466958,20:45,2,1,0,3,3,0.0,1,1,37.0,0.18384776310850975,Normal,20.285136523122805
0x235d,RANCHIRES04DEL02,28,4.6,23.359033,85.325347,23.409033,85.375347,20:40,6,1,0,1,3,1.0,1,1,28.0,0.0707106781186633,Normal,7.546680469081603
0xad5e,CHENRES19DEL02,33,4.5,12.986047,80.218114,13.116047,80.348114,17:55,3,3,2,3,3,1.0,1,1,26.0,0.1838477631084997,Normal,20.180635114114715
0xa5f2,VADRES010DEL03,28,4.9,22.310329,73.169083,22.400329,73.259083,22:45,1,2,0,0,3,1.0,1,1,22.0,0.12727922061358088,Normal,13.631339548300275
0xaddf,CHENRES19DEL02,27,4.7,12.986047,80.218114,13.006047,80.238114,8:30,2,2,2,1,4,0.0,1,3,11.0,0.028284271247460042,Fast,3.105049191152739
0xaa40,MYSRES16DEL01,28,4.6,12.316967,76.603067,12.356967,76.643067,14:50,2,0,1,0,3,0.0,1,1,11.0,0.05656854249492762,Fast,6.2179328802641525
0x1009,INDORES09DEL02,32,4.9,22.725835,75.887648,22.855835,76.017648,22:45,2,2,0,0,3,1.0,1,3,22.0,0.18384776310849843,Normal,19.661098170299198
0x329e,MUMRES19DEL02,32,4.5,19.131141,72.813074,19.26114,72.943074,18:35,2,3,1,0,4,1.0,1,1,20.0,0.18384705600307885,Fast,19.882650147415998
0x87bd,CHENRES01DEL02,38,4.8,13.005801,80.250744,13.055801,80.300744,18:30,0,3,2,0,2,1.0,1,4,15.0,0.07071067811865325,Fast,7.762092914972186
0x1c44,HYDRES16DEL03,27,4.6,17.440827,78.393391,17.500827,78.453391,21:05,2,1,1,2,3,1.0,1,3,23.0,0.08485281374238891,Normal,9.22014751541987
0x77f1,CHENRES02DEL01,27,4.7,13.086438,80.220672,13.126439,80.260672,13:30,4,0,2,1,3,1.0,1,1,19.0,0.0565692496061289,Fast,6.208827615119002
0xb4f6,INDORES19DEL03,26,4.1,22.745536,75.893106,22.775536,75.923106,21:35,0,1,1,3,4,0.0,1,3,32.0,0.042426406871191945,Normal,4.537640130462667
0xc4df,KOCRES14DEL03,32,4.6,10.027014,76.308053,10.087014,76.368053,17:25,6,3,0,0,3,1.0,1,1,36.0,0.08485281374238766,Normal,9.362994333550702
0xde4d,AURGRES19DEL02,37,4.4,19.866969,75.318894,19.946969,75.398894,22:30,1,2,1,1,3,0.0,1,1,32.0,0.11313708498984519,Normal,12.210199165539148
0xc65f,KOLRES09DEL02,39,4.9,22.515082,88.36783,22.565082,88.41783,18:45,3,3,1,3,3,0.0,1,1,32.0,0.07071067811865325,Normal,7.568320537709234
0x7ed9,VADRES05DEL03,38,4.9,22.310526,73.170937,22.400526,73.260937,20:05,3,1,1,3,4,1.0,1,1,26.0,0.12727922061358088,Normal,13.631330662170873
0x2252,COIMBRES03DEL01,24,4.9,11.025083,77.015393,11.065083,77.055393,12:30,0,0,0,3,3,1.0,1,3,25.0,0.05656854249491757,Normal,6.232150258829198
0xae03,MYSRES19DEL03,26,5.0,12.334022,76.618203,12.364022,76.648203,23:55,3,2,1,1,4,1.0,1,3,16.0,0.04242640687119446,Fast,4.663344843093785
0x3529,SURRES04DEL02,36,4.7,21.173493,72.801953,21.193493,72.821953,8:60,3,2,1,2,3,1.0,1,3,21.0,0.028284271247458786,Normal,3.0406653633176113
0xd2a6,LUDHRES05DEL02,27,4.8,30.905562,75.832841,31.035562,75.962841,23:55,2,2,2,3,3,1.0,1,3,16.0,0.18384776310849843,Fast,19.041522215513627
0x9a21,JAPRES01DEL02,38,4.6,26.90519,75.810753,26.98519,75.890753,24:05,2,2,1,0,3,1.0,1,1,24.0,0.11313708498984519,Normal,11.916994721599234
0x6532,VADRES15DEL03,29,4.6,0.0,0.0,0.09,0.09,18:60,0,3,1,0,3,0.0,1,3,35.0,0.12727922061357855,Normal,14.15280068944862
0x912f,BANGRES19DEL03,32,4.8,12.914264,77.6784,12.944264,77.7084,20:20,4,1,2,2,4,1.0,1,3,17.0,0.04242640687119446,Fast,4.65818248829983
0xdec1,AURGRES07DEL03,26,4.6,19.875908,75.358888,19.905908,75.388888,24:05,1,2,1,2,4,0.0,1,3,19.0,0.04242640687119446,Fast,4.579042936877916
0xae7d,JAPRES14DEL01,30,4.2,26.88842,75.800689,26.99842,75.910689,21:05,2,1,1,2,3,1.0,1,1,43.0,0.15556349186103965,Slow,16.38598063528554
0x9417,BANGRES16DEL03,33,4.8,13.029198,77.570997,13.059198,77.600997,18:25,4,3,2,0,3,1.0,1,3,21.0,0.04242640687119446,Normal,4.65713301884333
0xaad1,INDORES09DEL01,23,4.7,22.725835,75.887648,22.795835,75.957648,17:30,3,3,0,0,3,2.0,1,1,36.0,0.09899494936612209,Normal,10.587815903448679
0x5c5d,INDORES02DEL01,22,4.6,22.651847,75.881991,22.721847,75.951991,22:60,1,2,2,3,4,1.0,1,1,27.0,0.09899494936612209,Normal,10.590448391072325
0x994a,HYDRES05DEL02,36,5.0,17.433809,78.386744,17.563809,78.516744,19:20,6,1,0,1,3,1.0,1,1,49.0,0.1838477631085085,Slow,19.975520086221444
0x2219,HYDRES08DEL02,30,5.0,17.438263,78.397865,17.568263,78.527865,18:55,0,3,0,3,3,1.0,1,1,37.0,0.183847763108511,Normal,19.975286862388522
0x331a,RANCHIRES04DEL03,21,4.3,23.359033,85.325347,23.389033,85.355347,21:30,2,1,0,3,3,1.0,1,3,38.0,0.04242640687119446,Normal,4.528164580408178
0x2380,SURRES19DEL02,30,4.7,21.149669,72.772629,21.169669,72.792629,10:55,4,2,2,0,2,0.0,1,1,12.0,0.028284271247468833,Fast,3.0408931296411703
0xbf66,KNPRES08DEL01,36,4.9,0.0,0.0,0.04,0.04,13:10,1,0,0,2,3,1.0,1,1,27.0,0.0565685424949238,Normal,6.290134677634678
0x3069,RANCHIRES11DEL03,21,4.6,23.359194,85.325447,23.389194,85.355447,19:60,1,1,0,0,3,1.0,1,1,21.0,0.04242640687119446,Normal,4.528162065607132
0xd325,KNPRES13DEL01,27,4.2,26.481547,80.299775,26.591547,80.409775,20:20,0,1,2,1,2,0.0,1,1,38.0,0.15556349186103965,Normal,16.41201262107611
0x93b7,SURRES19DEL01,25,4.6,21.149669,72.772629,21.219669,72.842629,23:15,3,2,2,0,3,1.0,1,3,19.0,0.09899494936612209,Fast,10.64228895373868
0x6eba,HYDRES12DEL03,29,4.6,17.429585,78.392621,17.519585,78.482621,17:25,1,3,0,2,3,1.0,1,1,38.0,0.12727922061357083,Normal,13.830084721845328
0x5e41,SURRES05DEL03,36,4.5,21.175104,72.804342,21.265104,72.894342,18:60,6,3,1,1,3,1.0,1,3,22.0,0.12727922061357083,Normal,13.681416111912892
0x9063,MYSRES19DEL01,38,4.8,12.334022,76.618203,12.344022,76.628203,9:15,1,2,1,1,3,1.0,1,3,17.0,0.014142135623735673,Fast,1.5544772821910615
0x326f,MUMRES02DEL01,38,4.6,19.221315,72.862381,19.261315,72.902381,15:15,6,3,2,2,4,1.0,1,1,33.0,0.05656854249492762,Normal,6.116971669682334
0x3b4d,JAPRES15DEL02,38,4.6,26.891191,75.802083,26.941191,75.852083,22:10,0,1,0,0,3,1.0,1,3,32.0,0.07071067811865325,Normal,7.4489701519330795
0x9671,SURRES07DEL02,29,4.8,21.170798,72.790489,21.300798,72.920489,21:10,3,1,2,1,4,1.0,1,1,29.0,0.1838477631085085,Normal,19.76106632827125
0x3ba9,INDORES09DEL03,31,4.5,22.725835,75.887648,22.815835,75.977648,21:30,4,1,2,2,4,1.0,1,1,24.0,0.12727922061358088,Normal,13.61244755449679
0x56fc,MUMRES13DEL02,27,4.9,19.178321,72.834715,19.308321,72.964715,18:45,1,3,0,3,3,0.0,1,1,37.0,0.18384776310849843,Normal,19.880040740546
0x8ecd,COIMBRES010DEL02,20,4.9,11.003008,76.97544,11.133009,77.10544,23:50,1,2,0,1,3,0.0,1,1,24.0,0.18384847021664016,Normal,20.25378851608599
0x202d,PUNERES08DEL02,29,4.5,18.53408,73.89852,18.61408,73.97852,20:05,0,1,0,0,3,1.0,2,3,47.0,0.1131370849898477,Slow,12.25701219409813
0xb5bc,VADRES19DEL01,33,4.0,22.311844,73.165081,22.351844,73.205081,14:05,2,0,0,2,3,1.0,1,1,32.0,0.05656854249492762,Normal,6.058844117462931
0x6629,HYDRES01DEL02,27,4.8,17.410371,78.437225,17.490371,78.517225,20:60,4,1,2,2,4,0.0,1,1,21.0,0.11313708498984519,Normal,12.294187491090895
0xc33f,DEHRES17DEL01,30,4.9,30.327968,78.046106,30.437968,78.156106,23:55,2,2,2,1,4,1.0,1,1,17.0,0.15556349186104218,Fast,16.153788730846898
0x1551,INDORES010DEL02,20,4.9,22.75004,75.902847,22.88004,76.032847,23:55,0,2,0,0,3,1.0,1,1,24.0,0.183847763108511,Normal,19.659494006263994
0x30f4,RANCHIRES13DEL03,22,4.7,23.374989,85.335486,23.464989,85.425486,20:45,1,1,1,2,4,2.0,2,1,39.0,0.12727922061358088,Normal,13.582337494192412
0xa6a9,MYSRES12DEL02,36,5.0,12.284747,76.625861,12.364747,76.705861,23:05,6,2,1,3,3,1.0,1,1,23.0,0.11313708498984645,Normal,12.436148456121032
0x9095,COIMBRES12DEL01,34,5.0,11.000762,76.981876,11.070762,77.051876,19:35,1,1,1,3,4,0.0,1,1,40.0,0.09899494936611203,Normal,10.906432552887628
0x62af,HYDRES18DEL01,24,4.8,17.450851,78.379347,17.490851,78.419347,12:55,3,0,0,1,3,1.0,1,1,24.0,0.05656854249492762,Normal,6.146764727341459
0xaacc,PUNERES16DEL02,30,4.7,18.536718,73.830327,18.586718,73.880327,20:25,6,1,0,3,3,2.0,1,1,44.0,0.07071067811865325,Slow,7.660895664241821
0x143c,RANCHIRES11DEL01,37,4.6,23.359194,85.325447,23.369194,85.335447,10:55,1,2,2,2,3,1.0,1,3,17.0,0.014142135623735673,Fast,1.509439424217718
0xbae8,MUMRES07DEL01,20,4.8,19.091458,72.827808,19.101458,72.837808,11:50,0,0,0,0,3,0.0,1,1,27.0,0.014142135623725625,Normal,1.5298767913547426
0x2918,MYSRES09DEL02,32,4.5,12.323194,76.630583,12.453194,76.760583,22:50,6,2,0,0,3,0.0,1,1,28.0,0.18384776310849843,Normal,20.20634606758301
